brand,model,model_year,mileage_mi,engine,transmission,drivetrain,fuel_type_clean,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop_usd,price_usd,data_source
Tesla,Model S Plaid,2022,6395,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Post Oak Motors,,4.4,4,,99950,cars_com_used_cars_762k
Tesla,Model S Long Range,2019,39146,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,1,1,1,Driven Auto Sales,3.5,4.1,5,3000,54980,cars_com_used_cars_762k
Tesla,Model S P85,2014,79186,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,Tan,1,0,1,Gravity Autos Sandy Springs,3.9,4.8,43,900,29895,cars_com_used_cars_762k
Tesla,Model S Performance,2012,42583,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Silver,Gray,0,1,1,NYC Motorcars of Hempstead,3.4,4.6,14,1000,24995,cars_com_used_cars_762k
Tesla,Model S Long Range,2021,11967,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Black,0,1,1,eCarOne,4.9,,0,,70950,cars_com_used_cars_762k
Tesla,Model S Performance,2013,73240,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue Metallic,Black,0,1,1,Alpha Luxury Motors,,4.8,61,1000,26985,cars_com_used_cars_762k
Tesla,Model S Base,2013,50590,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Silver Metallic,Tan,0,0,1,Auto Boutique,4.4,4.8,61,1000,26000,cars_com_used_cars_762k
Tesla,Model S 90D,2016,53151,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Obsidian Black Metallic,Black,0,1,0,Revved Motors,3.5,4.9,40,,44950,cars_com_used_cars_762k
Tesla,Model S PERFORMANCE W/LUDICROUS MODE,2019,43146,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,1,1,1,Drive A Dream,4.7,4.1,5,,57000,cars_com_used_cars_762k
Tesla,Model S 75D,2017,43937,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Silver,Black,0,0,1,Granite Auto Sales LLC,3.6,4.6,38,1000,39995,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,11432,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,CarMax Fremont - Offering Express Pickup and Home Delivery,,,0,,94998,cars_com_used_cars_762k
Tesla,Model S Long Range,2021,20274,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,0,1,0,ALM Mall of GA,4.6,,0,1500,69990,cars_com_used_cars_762k
Tesla,Model S 70D,2016,29374,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Obsidian Black Metallic,,0,0,0,Mastria Volkswagen of Raynham,4.8,4.9,40,1636,39694,cars_com_used_cars_762k
Tesla,Model S P85D,2015,105000,691.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Silver,Black,,,,,,4.8,55,,59000,cars_com_used_cars_762k
Tesla,Model S P90D,2015,47032,Electric,1-Speed Automatic,AWD,Electric,,Black,Tan,0,0,1,Safford Hyundai of Springfield,4.3,4.8,55,500,42000,cars_com_used_cars_762k
Tesla,Model S Base,2013,12543,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Gray,,,,,Downtown Toyota-Subaru of Oakland,4.4,4.8,61,,34995,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,15385,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black / White,0,0,1,Beaver Toyota Cumming,4.6,4.4,4,2000,98000,cars_com_used_cars_762k
Tesla,Model S 90D,2016,24108,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,0,MB Motors - Bellingham,4.4,4.9,40,,46500,cars_com_used_cars_762k
Tesla,Model S Base,2013,83010,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Beige,1,0,1,Armani Motors,,4.8,61,500,27995,cars_com_used_cars_762k
Tesla,Model S Long Range,2019,37044,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Gray,0,1,0,Green Light Auto Wholesale,,4.1,5,865,50985,cars_com_used_cars_762k
Tesla,Model S PLAID/AWD/TRI MOTOR/ 1020HP/FULL SELF DRIVING CAPA,2021,4072,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Satin Pearl,Black / White,0,0,1,Payless Car Sales - Anchorage,4,,0,,94995,cars_com_used_cars_762k
Tesla,Model S Performance,2014,23825,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Tan,1,1,1,Alpine Motors Certified Preowned,5,4.8,43,,41995,cars_com_used_cars_762k
Tesla,Model S 100D,2018,50082,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,0,1,Chevrolet of Wooster,2.4,4.8,14,500,48497,cars_com_used_cars_762k
Tesla,Model S Plaid Tri Motor All-Wheel Drive,2022,17688,Electric Motor,Automatic,All-wheel Drive,Electric,,Solid Black,Black,0,1,1,Hutchinson Buick GMC Cadillac,3.7,4.4,4,6000,99000,cars_com_used_cars_762k
Tesla,Model S Performance,2020,30450,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Cream,1,1,1,Auto Centrix,4.3,4.2,5,,62989,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,30524,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Mark Kia,4.6,,0,758,91994,cars_com_used_cars_762k
Tesla,Model S Base,2013,71162,Electric Motor,Automatic,Rear-wheel Drive,Electric,,Green Metallic,Tan,0,1,0,Arizona Sunsports,,4.8,61,1000,24950,cars_com_used_cars_762k
Tesla,Model S 90D,2017,38235,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Tan,0,0,1,Autopia Motorcars Inc,1.9,4.6,38,3000,42999,cars_com_used_cars_762k
Tesla,Model S P85D,2015,35813,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Black,0,1,1,VINS DC,3.9,4.8,55,3282,42980,cars_com_used_cars_762k
Tesla,Model S 70D,2015,91600,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Silver,Beige,,,,,,4.8,55,,30500,cars_com_used_cars_762k
Tesla,Model S 85D,2015,60313,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Gray,0,1,1,Best Bet Auto,,4.8,55,,38995,cars_com_used_cars_762k
Tesla,Model S,2017,54707,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Silver,Ultra White,,,,Mike Haggerty Buick GMC,3.6,4.6,38,,41000,cars_com_used_cars_762k
Tesla,Model S 75D,2016,30146,Electric Motor,Automatic,Rear-wheel Drive,Electric,,Silver Metallic,Tan,0,0,0,Super Car Guys,3.7,4.9,40,3040,36960,cars_com_used_cars_762k
Tesla,Model S 70D,2015,52881,0.0,Automatic,All-wheel Drive,Electric,,GREY,BLACK,,,,RPM,,4.8,55,200,35295,cars_com_used_cars_762k
Tesla,Model S 60,2015,74214,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,0,1,Grace Auto Group,4.5,4.8,55,1000,25995,cars_com_used_cars_762k
Tesla,Model S 75D,2018,44990,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,North Bay Nissan,,4.8,14,1000,44990,cars_com_used_cars_762k
Tesla,Model S 85D,2015,66514,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Silver,White,0,1,1,101 Motors LLC,4.7,4.8,55,434,26990,cars_com_used_cars_762k
Tesla,Model S 75D,2018,19969,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Huston Cadillac Buick GMC,4.9,4.8,14,203,49891,cars_com_used_cars_762k
Tesla,Model S 70,2015,60000,380.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Gold,Beige,,,,,,4.8,55,,31000,cars_com_used_cars_762k
Tesla,Model S 70D,2016,69077,Electric Motor,Automatic,Rear-wheel Drive,Electric,,Obsidian Black Metallic,Tan,0,1,1,Super Car Guys,3.7,4.9,40,2092,32908,cars_com_used_cars_762k
Tesla,Model S 85,2015,67000,380.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,White,Beige,,,,,,4.8,55,,36555,cars_com_used_cars_762k
Tesla,Model S Base,2013,89910,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,1,0,1,Suburban Chrysler Dodge Jeep RAM Fiat of Ann Arbor,4.5,4.8,61,1083,22881,cars_com_used_cars_762k
Tesla,Model S Performance,2013,81000,416.0HP Electric Motor Electric Fuel System,1-Speed A/T,Rear-wheel Drive,Electric,,Black,Beige,,,,,,4.8,61,,21500,cars_com_used_cars_762k
Tesla,Model S 85D,2015,52834,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Tan,0,1,1,Liccardi Chrysler Dodge Ram Mitsubishi,4.8,4.8,55,1421,32069,cars_com_used_cars_762k
Tesla,Model S P100D,2018,43740,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,White,0,0,1,Space Auto Group,,4.8,14,6000,70999,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,12576,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Auto Collection of Murfreesboro,4.6,4.4,4,450,103900,cars_com_used_cars_762k
Tesla,Model S 75D,2018,45754,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Black,0,1,0,Dahl Honda,,4.8,14,468,41380,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,13052,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Porsche Tacoma,3.9,,0,3505,94995,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,14402,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,,0,1,1,Huntington Beach Chrysler Dodge Jeep Ram,4.6,4.4,4,2123,90114,cars_com_used_cars_762k
Tesla,Model S 85D,2015,128800,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Blue,Beige,,,,,,4.8,55,,32000,cars_com_used_cars_762k
Tesla,Model S 75D,2016,79760,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,0,1,Brightway Auto Sales,,4.9,40,6000,37900,cars_com_used_cars_762k
Tesla,Model S 75D,2016,32780,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Tan,1,1,1,HGreg.com West Palm Beach,2.8,4.9,40,1000,34998,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,5588,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black / White,0,1,1,Prestige Imports,3.9,4.4,4,3000,114950,cars_com_used_cars_762k
Tesla,Model S 85,2015,124092,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,0,1,ALM Marietta,4.4,4.8,55,1000,24990,cars_com_used_cars_762k
Tesla,Model S 70D,2015,50759,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue Metallic,Tan,0,1,1,Motorpoint Roswell,4.2,4.8,55,1000,32999,cars_com_used_cars_762k
Tesla,Model S P90D,2016,33685,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Titanium Metallic,Gray,0,0,1,Passport BMW,4.7,4.9,40,1300,47695,cars_com_used_cars_762k
Tesla,Model S 75D,2018,54377,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,White,1,0,0,Highline Motor Cars,3.3,4.8,14,2000,39995,cars_com_used_cars_762k
Tesla,Model S 70D,2016,64844,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Gray,0,1,1,Arlington Nissan,4.5,4.9,40,1001,33999,cars_com_used_cars_762k
Tesla,Model S 100D,2018,40119,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Cream,0,1,0,San Diego eCars Inc.,,4.8,14,4000,53995,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,9178,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,1,1,CarMax Shreveport - Offering Express Pickup and Home Delivery,,,0,,93998,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,4155,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Black / White,0,0,1,INFINITI of Hoffman Estates,4.7,4.4,4,500,95487,cars_com_used_cars_762k
Tesla,Model S 75,2017,87399,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Silver Metallic,Black,0,0,1,Regal Chevrolet Kia Lakeland,4.6,4.6,38,1000,29990,cars_com_used_cars_762k
Tesla,Model S 100D,2019,30030,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,1,1,1,Major Motor Cars,,4.1,5,,49889,cars_com_used_cars_762k
Tesla,Model S P100D,2019,29000,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,0,0,Auto Junction Benz & Beemers,4.8,4.1,5,,78888,cars_com_used_cars_762k
Tesla,Model S Base,2013,110020,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,,,0,0,0,INFINITI of Tacoma,4.8,4.8,61,1716,23604,cars_com_used_cars_762k
Tesla,Model S 75D,2018,59955,Electric,1-Speed Automatic,AWD,Electric,,Black,Black,,,,House of Imports,4.7,4.8,14,,38980,cars_com_used_cars_762k
Tesla,Model S 85D,2015,146000,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Silver,Black,,,,,,4.8,55,,36000,cars_com_used_cars_762k
Tesla,Model S 70,2016,70300,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,,,0,1,1,Gables Motors,,4.9,40,,31900,cars_com_used_cars_762k
Tesla,Model S Long Range,2020,36159,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,White,0,1,1,The Car Buying Center,,4.2,5,1000,62995,cars_com_used_cars_762k
Tesla,Model S Long Range,2021,28252,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black / White,1,1,1,Automotive Avenues,4.8,,0,,67995,cars_com_used_cars_762k
Tesla,Model S P100D,2016,43153,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Titanium Metallic,Black,0,0,1,Interstate Ford,4.6,4.9,40,2000,47966,cars_com_used_cars_762k
Tesla,Model S Long Range,2020,20786,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,1,0,0,Motorpoint Roswell,4.2,4.2,5,3000,56999,cars_com_used_cars_762k
Tesla,Model S P85D,2015,122948,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,,0,0,1,Driven Auto Sales,3.5,4.8,55,2000,28980,cars_com_used_cars_762k
Tesla,Model S 75D/100D/P100D,2018,15083,Electric,1-Speed Automatic,All-wheel Drive,Electric,,,Black,0,1,1,Pacific BMW,4.6,4.8,14,1000,55881,cars_com_used_cars_762k
Tesla,Model S 75D,2018,44897,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,Pacific Auto Center - Fontana,3.1,4.8,14,2500,40995,cars_com_used_cars_762k
Tesla,Model S 70D,2016,63587,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Black,1,0,1,Unlimited Motors Fishers,4.8,4.9,40,470,40500,cars_com_used_cars_762k
Tesla,Model S 85D,2015,60235,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Tan,1,0,0,Winners Circle Mazda,4.3,4.8,55,400,31590,cars_com_used_cars_762k
Tesla,Model S P100D,2018,9722,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,White,0,0,1,Universal Auto Plaza,3.4,4.8,14,3017,61970,cars_com_used_cars_762k
Tesla,Model S 70D,2015,71769,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue Metallic,Gray,0,0,1,Motorpoint Roswell,4.2,4.8,55,1000,29999,cars_com_used_cars_762k
Tesla,Model S 100D,2017,67096,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Tan,0,1,1,Auto's of Chicago,4.2,4.6,38,1000,46855,cars_com_used_cars_762k
Tesla,Model S 100D,2018,81176,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,White,1,1,1,Auto Web Expo,4.6,4.8,14,,41988,cars_com_used_cars_762k
Tesla,Model S Base,2013,70328,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Pearl,Tan,0,1,0,Price Pro,4.3,4.8,61,1000,24998,cars_com_used_cars_762k
Tesla,Model S Performance,2013,72560,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Gray Metallic,Gray,0,0,1,North State Auto,,4.8,61,2300,32500,cars_com_used_cars_762k
Tesla,Model S 85D,2015,82899,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Tan,0,0,1,Russell Westbrook Hyundai of Anaheim,1.8,4.8,55,645,31087,cars_com_used_cars_762k
Tesla,Model S 70D,2016,31761,0.0,Automatic,Rear-wheel Drive,Electric,,Red Multi-Coat,Black,0,0,1,Mudarri Motorsports,2.5,4.9,40,1309,37990,cars_com_used_cars_762k
Tesla,Model S P90D,2015,70095,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray Metallic,Black,0,1,1,Driven Auto Sales,3.5,4.8,55,1000,36980,cars_com_used_cars_762k
Tesla,Model S 90D,2016,66410,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,Black,0,0,1,iDrive1 Motorcars,,4.9,40,,38977,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,3621,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Cream,0,1,1,AMG Auto,2.4,,0,2865,88985,cars_com_used_cars_762k
Tesla,Model S 100D,2017,72175,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,1,0,1,Schrier Automotive Inc,5,4.6,38,,44978,cars_com_used_cars_762k
Tesla,Model S Base,2022,1233,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Cream,0,1,1,Colonial Chrysler Jeep Dodge RAM,4.9,4.4,4,3510,87987,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,5679,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Lexus of Milwaukee,4.9,4.4,4,2685,99999,cars_com_used_cars_762k
Tesla,Model S Base,2022,3175,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Cream,0,1,1,Germain Honda,4.8,4.4,4,2900,80988,cars_com_used_cars_762k
Tesla,Model S Long Range,2021,23777,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black / White,0,0,1,Kuni BMW,4.4,,0,2125,63540,cars_com_used_cars_762k
Tesla,Model S P85D,2014,70573,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,,0,0,1,Dempsey Dodge Chrysler Jeep RAM,3.8,4.8,43,1264,40976,cars_com_used_cars_762k
Tesla,Model S 100D,2017,34431,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,0,1,Cole Nissan,4.9,4.6,38,1000,45988,cars_com_used_cars_762k
Tesla,Model S P90D,2016,50196,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Silver Metallic,Tan,0,0,1,Gravity Autos Sandy Springs,3.9,4.9,40,1000,46985,cars_com_used_cars_762k
Tesla,Model S 100D,2017,41361,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Leskovar Mitsubishi,4.6,4.6,38,3000,43998,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,6737,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Certified Benz & Beemer,4.9,,0,2000,94500,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,3582,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Power Motors NYC Inc,,,0,508,95495,cars_com_used_cars_762k
Tesla,Model S 60D,2016,97465,0.0,Automatic,All-wheel Drive,Electric,,WHITE,,0,0,1,712 Auto Sales,,4.9,40,3000,29995,cars_com_used_cars_762k
Tesla,Model S Long Range,2021,24409,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,1,1,ALM Newnan,3.5,,0,1000,69990,cars_com_used_cars_762k
Tesla,Model S 100D,2017,34955,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Ultra White,0,0,1,"Tim's Truck Capital & Auto Sales, Inc.",4.5,4.6,38,1000,52999,cars_com_used_cars_762k
Tesla,Model S Long Range,2020,28387,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,0,1,1,Jerry's Chevrolet,4.6,4.2,5,5494,60494,cars_com_used_cars_762k
Tesla,Model S 85D,2015,73479,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,0,1,1,ZAG Motors Everett,2.9,4.8,55,400,33995,cars_com_used_cars_762k
Tesla,Model S P100D,2018,54988,3-Phase/4-Pole Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,,0,0,1,Brandon Reeves Auto World,3.3,4.8,14,,54975,cars_com_used_cars_762k
Tesla,Model S 75D,2016,40088,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,1,1,0,ShopiCar Inc,2.5,4.9,40,200,38999,cars_com_used_cars_762k
Tesla,Model S 75D,2017,58602,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Silver Metallic,Ultra White,1,0,1,Capital Motor Company,4.9,4.6,38,,38950,cars_com_used_cars_762k
Tesla,Model S 85D,2015,65512,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray Metallic,Tan,0,0,1,Mercedes-Benz of Tucson,4.6,4.8,55,2132,31587,cars_com_used_cars_762k
Tesla,Model S 70D,2015,40523,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Tan,0,1,1,Auto's of Chicago,4.2,4.8,55,1700,36295,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,1923,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black / White,0,1,1,Lapin Motor Company,,4.4,4,,129991,cars_com_used_cars_762k
Tesla,Model S Plaid,2022,1578,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Kalidy Kia,2.2,4.4,4,891,113000,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,15132,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,0,1,Marino Performance Motors,,,0,2000,94900,cars_com_used_cars_762k
Tesla,Model S 70,2016,100981,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Deep Blue Metallic,Black,1,1,1,Drive A Dream,4.7,4.9,40,1500,26000,cars_com_used_cars_762k
Tesla,Model S P85D,2014,38997,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,1,0,1,PNW Luxury Cars,4.7,4.8,43,800,38000,cars_com_used_cars_762k
Tesla,Model S 100D,2017,38000,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Tan,1,0,1,Big O Auto LLC,2.5,4.6,38,,42950,cars_com_used_cars_762k
Tesla,Model S Performance,2013,160000,416.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Blue,Beige,,,,,,4.8,61,,31000,cars_com_used_cars_762k
Tesla,Model S Base,2013,139452,362.0HP Electric Motor Electric Fuel System,1-Speed A/T,Rear-wheel Drive,Electric,,Black,Black,,,,,,4.8,61,,24000,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,17001,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black / White,0,1,1,Tom Wood Porsche,4.8,,0,5545,89994,cars_com_used_cars_762k
Tesla,Model S 70D,2015,39024,Electric,Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Gray,0,1,1,Stevenson-Hendrick Honda Wilmington,4.9,4.8,55,,36878,cars_com_used_cars_762k
Tesla,Model S P85D,2015,77210,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,1,1,Driven Auto of Waukegan,4.5,4.8,55,1000,33980,cars_com_used_cars_762k
Tesla,Model S 75D,2018,35280,Electric Motor,Automatic,All-wheel Drive,Electric,,White,Black,0,1,0,Sure Car,,4.8,14,160,42511,cars_com_used_cars_762k
Tesla,Model S Base,2013,88445,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,,,0,1,0,Berkenkotter Motors Castle Rock,4.5,4.8,61,,26995,cars_com_used_cars_762k
Tesla,Model S 100D,2017,62606,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,Don Sitts Auto Sales,4.4,4.6,38,,44995,cars_com_used_cars_762k
Tesla,Model S Plaid,2023,6692,Electric,Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,Toy Barn,4.2,,0,1490,106990,cars_com_used_cars_762k
Tesla,Model S P85D,2014,56566,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue Metallic,Black,,,,Jaguar Land Rover Porsche Volvo Cars of Greenville,3.7,4.8,43,,42995,cars_com_used_cars_762k
Tesla,Model S 75D,2019,39506,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,1,1,1,Road Runner Auto Sales of Wayne,2.3,4.1,5,,55460,cars_com_used_cars_762k
Tesla,Model S P90D,2016,42910,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,0,0,The Autobarn Collection,4.5,4.9,40,1078,51500,cars_com_used_cars_762k
Tesla,Model S 90D,2016,86434,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,DSA Motor Sports Corp,,4.9,40,,33995,cars_com_used_cars_762k
Tesla,Model S 60,2015,75907,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,,0,1,0,Best Auto,,4.8,55,,35999,cars_com_used_cars_762k
Tesla,Model S Long Range,2020,31304,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,1,1,1,Marysville Toyota,4.9,4.2,5,2898,54931,cars_com_used_cars_762k
Tesla,Model S 90D,2016,8539,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Black,0,1,1,BMW of Delray Beach,4.7,4.9,40,,44992,cars_com_used_cars_762k
Tesla,Model S 75D,2019,38799,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Tan,0,0,1,ALM Mall of GA,4.6,4.1,5,1000,50990,cars_com_used_cars_762k
Tesla,Model S Plaid,2021,15499,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,,0,1,1,Legacy Buick GMC,4,,0,,112955,cars_com_used_cars_762k
Tesla,Model S 70,2015,111927,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Brown,,0,0,1,Dale Earnhardt Jr. Chevrolet,4.6,4.8,55,1296,26985,cars_com_used_cars_762k
Tesla,Model S 75D,2018,36611,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,,0,0,0,Colonial Ford,4.7,4.8,14,100,39888,cars_com_used_cars_762k
Tesla,Model S Standard Range,2019,44752,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,White / Black,1,1,0,Quality Auto Center of Springfield,4.7,4.1,5,382,41898,cars_com_used_cars_762k
Tesla,Model S Performance,2013,27730,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Gray Metallic,Tan,1,1,1,Mercedes-Benz of Austin,4.8,4.8,61,,28999,cars_com_used_cars_762k
